text,sentiment
"In my opinion, the product quality is fantastic. I would buy it again.",1
"In my opinion, the product quality is fantastic. It made me very happy.",1
"In my opinion, the product quality is fantastic. I am completely satisfied.",1
"In my opinion, the product quality is fantastic. I would recommend it to others.",1
"In my opinion, the product quality is fantastic. It was a great choice.",1
"From my experience, the product quality is fantastic. I would buy it again.",1
"From my experience, the product quality is fantastic. It made me very happy.",1
"From my experience, the product quality is fantastic. I am completely satisfied.",1
"From my experience, the product quality is fantastic. I would recommend it to others.",1
"From my experience, the product quality is fantastic. It was a great choice.",1
"For me, the product quality is fantastic. I would buy it again.",1
"For me, the product quality is fantastic. It made me very happy.",1
"For me, the product quality is fantastic. I am completely satisfied.",1
"For me, the product quality is fantastic. I would recommend it to others.",1
"For me, the product quality is fantastic. It was a great choice.",1
"Overall, i hated this product because it was terrible. I would never buy it again.",0
"Overall, i hated this product because it was terrible. It made me very disappointed.",0
"Overall, i hated this product because it was terrible. I am completely dissatisfied.",0
"Overall, i hated this product because it was terrible. I would warn others about it.",0
"Overall, i hated this product because it was terrible. It was a very bad choice.",0
"Honestly, i hated this product because it was terrible. I would never buy it again.",0
"Honestly, i hated this product because it was terrible. It made me very disappointed.",0
"Honestly, i hated this product because it was terrible. I am completely dissatisfied.",0
"Honestly, i hated this product because it was terrible. I would warn others about it.",0
"Honestly, i hated this product because it was terrible. It was a very bad choice.",0
"In my opinion, i hated this product because it was terrible. I would never buy it again.",0
"In my opinion, i hated this product because it was terrible. It made me very disappointed.",0
"In my opinion, i hated this product because it was terrible. I am completely dissatisfied.",0
"In my opinion, i hated this product because it was terrible. I would warn others about it.",0
"In my opinion, i hated this product because it was terrible. It was a very bad choice.",0
"From my experience, i hated this product because it was terrible. I would never buy it again.",0
"From my experience, i hated this product because it was terrible. It made me very disappointed.",0
"From my experience, i hated this product because it was terrible. I am completely dissatisfied.",0
"From my experience, i hated this product because it was terrible. I would warn others about it.",0
"From my experience, i hated this product because it was terrible. It was a very bad choice.",0
"For me, i hated this product because it was terrible. I would never buy it again.",0
"For me, i hated this product because it was terrible. It made me very disappointed.",0
"For me, i hated this product because it was terrible. I am completely dissatisfied.",0
"For me, i hated this product because it was terrible. I would warn others about it.",0
"For me, i hated this product because it was terrible. It was a very bad choice.",0
"Overall, this product was awful and did not work. I would never buy it again.",0
"Overall, this product was awful and did not work. It made me very disappointed.",0
"Overall, this product was awful and did not work. I am completely dissatisfied.",0
"Overall, this product was awful and did not work. I would warn others about it.",0
"Overall, this product was awful and did not work. It was a very bad choice.",0
"Honestly, this product was awful and did not work. I would never buy it again.",0
"Honestly, this product was awful and did not work. It made me very disappointed.",0
"Honestly, this product was awful and did not work. I am completely dissatisfied.",0
"Honestly, this product was awful and did not work. I would warn others about it.",0
"Honestly, this product was awful and did not work. It was a very bad choice.",0
"In my opinion, this product was awful and did not work. I would never buy it again.",0
"In my opinion, this product was awful and did not work. It made me very disappointed.",0
"In my opinion, this product was awful and did not work. I am completely dissatisfied.",0
"In my opinion, this product was awful and did not work. I would warn others about it.",0
"In my opinion, this product was awful and did not work. It was a very bad choice.",0
"From my experience, this product was awful and did not work. I would never buy it again.",0
"From my experience, this product was awful and did not work. It made me very disappointed.",0
"From my experience, this product was awful and did not work. I am completely dissatisfied.",0
"From my experience, this product was awful and did not work. I would warn others about it.",0
"From my experience, this product was awful and did not work. It was a very bad choice.",0
"For me, this product was awful and did not work. I would never buy it again.",0
"For me, this product was awful and did not work. It made me very disappointed.",0
"For me, this product was awful and did not work. I am completely dissatisfied.",0
"For me, this product was awful and did not work. I would warn others about it.",0
"For me, this product was awful and did not work. It was a very bad choice.",0
"Overall, i had a horrible experience with this service. I would never buy it again.",0
"Overall, i had a horrible experience with this service. It made me very disappointed.",0
"Overall, i had a horrible experience with this service. I am completely dissatisfied.",0
"Overall, i had a horrible experience with this service. I would warn others about it.",0
"Overall, i had a horrible experience with this service. It was a very bad choice.",0
"Honestly, i had a horrible experience with this service. I would never buy it again.",0
"Honestly, i had a horrible experience with this service. It made me very disappointed.",0
"Honestly, i had a horrible experience with this service. I am completely dissatisfied.",0
"Honestly, i had a horrible experience with this service. I would warn others about it.",0
"Honestly, i had a horrible experience with this service. It was a very bad choice.",0
"In my opinion, i had a horrible experience with this service. I would never buy it again.",0
"In my opinion, i had a horrible experience with this service. It made me very disappointed.",0
"In my opinion, i had a horrible experience with this service. I am completely dissatisfied.",0
"In my opinion, i had a horrible experience with this service. I would warn others about it.",0
"In my opinion, i had a horrible experience with this service. It was a very bad choice.",0
"From my experience, i had a horrible experience with this service. I would never buy it again.",0
"From my experience, i had a horrible experience with this service. It made me very disappointed.",0
"From my experience, i had a horrible experience with this service. I am completely dissatisfied.",0
"From my experience, i had a horrible experience with this service. I would warn others about it.",0
"From my experience, i had a horrible experience with this service. It was a very bad choice.",0
"For me, i had a horrible experience with this service. I would never buy it again.",0
"For me, i had a horrible experience with this service. It made me very disappointed.",0
"For me, i had a horrible experience with this service. I am completely dissatisfied.",0
"For me, i had a horrible experience with this service. I would warn others about it.",0
"For me, i had a horrible experience with this service. It was a very bad choice.",0
"Overall, the quality was poor and i am very dissatisfied. I would never buy it again.",0
"Overall, the quality was poor and i am very dissatisfied. It made me very disappointed.",0
"Overall, the quality was poor and i am very dissatisfied. I am completely dissatisfied.",0
"Overall, the quality was poor and i am very dissatisfied. I would warn others about it.",0
"Overall, the quality was poor and i am very dissatisfied. It was a very bad choice.",0
"Honestly, the quality was poor and i am very dissatisfied. I would never buy it again.",0
"Honestly, the quality was poor and i am very dissatisfied. It made me very disappointed.",0
"Honestly, the quality was poor and i am very dissatisfied. I am completely dissatisfied.",0
"Honestly, the quality was poor and i am very dissatisfied. I would warn others about it.",0
"Honestly, the quality was poor and i am very dissatisfied. It was a very bad choice.",0
"In my opinion, the quality was poor and i am very dissatisfied. I would never buy it again.",0
"In my opinion, the quality was poor and i am very dissatisfied. It made me very disappointed.",0
"In my opinion, the quality was poor and i am very dissatisfied. I am completely dissatisfied.",0
"In my opinion, the quality was poor and i am very dissatisfied. I would warn others about it.",0
"In my opinion, the quality was poor and i am very dissatisfied. It was a very bad choice.",0
"From my experience, the quality was poor and i am very dissatisfied. I would never buy it again.",0
"From my experience, the quality was poor and i am very dissatisfied. It made me very disappointed.",0
"From my experience, the quality was poor and i am very dissatisfied. I am completely dissatisfied.",0
"From my experience, the quality was poor and i am very dissatisfied. I would warn others about it.",0
"From my experience, the quality was poor and i am very dissatisfied. It was a very bad choice.",0
"For me, the quality was poor and i am very dissatisfied. I would never buy it again.",0
"For me, the quality was poor and i am very dissatisfied. It made me very disappointed.",0
"For me, the quality was poor and i am very dissatisfied. I am completely dissatisfied.",0
"For me, the quality was poor and i am very dissatisfied. I would warn others about it.",0
"For me, the quality was poor and i am very dissatisfied. It was a very bad choice.",0
"Overall, this was a terrible experience and i do not recommend it. I would never buy it again.",0
"Overall, this was a terrible experience and i do not recommend it. It made me very disappointed.",0
"Overall, this was a terrible experience and i do not recommend it. I am completely dissatisfied.",0
"Overall, this was a terrible experience and i do not recommend it. I would warn others about it.",0
"Overall, this was a terrible experience and i do not recommend it. It was a very bad choice.",0
"Honestly, this was a terrible experience and i do not recommend it. I would never buy it again.",0
"Honestly, this was a terrible experience and i do not recommend it. It made me very disappointed.",0
"Honestly, this was a terrible experience and i do not recommend it. I am completely dissatisfied.",0
"Honestly, this was a terrible experience and i do not recommend it. I would warn others about it.",0
"Honestly, this was a terrible experience and i do not recommend it. It was a very bad choice.",0
"In my opinion, this was a terrible experience and i do not recommend it. I would never buy it again.",0
"In my opinion, this was a terrible experience and i do not recommend it. It made me very disappointed.",0
"In my opinion, this was a terrible experience and i do not recommend it. I am completely dissatisfied.",0
"In my opinion, this was a terrible experience and i do not recommend it. I would warn others about it.",0
"In my opinion, this was a terrible experience and i do not recommend it. It was a very bad choice.",0
"From my experience, this was a terrible experience and i do not recommend it. I would never buy it again.",0
"From my experience, this was a terrible experience and i do not recommend it. It made me very disappointed.",0
"From my experience, this was a terrible experience and i do not recommend it. I am completely dissatisfied.",0
"From my experience, this was a terrible experience and i do not recommend it. I would warn others about it.",0
"From my experience, this was a terrible experience and i do not recommend it. It was a very bad choice.",0
"For me, this was a terrible experience and i do not recommend it. I would never buy it again.",0
"For me, this was a terrible experience and i do not recommend it. It made me very disappointed.",0
"For me, this was a terrible experience and i do not recommend it. I am completely dissatisfied.",0
"For me, this was a terrible experience and i do not recommend it. I would warn others about it.",0
"For me, this was a terrible experience and i do not recommend it. It was a very bad choice.",0
"Overall, i really disliked using this product. I would never buy it again.",0
"Overall, i really disliked using this product. It made me very disappointed.",0
"Overall, i really disliked using this product. I am completely dissatisfied.",0
"Overall, i really disliked using this product. I would warn others about it.",0
"Overall, i really disliked using this product. It was a very bad choice.",0
"Honestly, i really disliked using this product. I would never buy it again.",0
"Honestly, i really disliked using this product. It made me very disappointed.",0
"Honestly, i really disliked using this product. I am completely dissatisfied.",0
"Honestly, i really disliked using this product. I would warn others about it.",0
"Honestly, i really disliked using this product. It was a very bad choice.",0
"In my opinion, i really disliked using this product. I would never buy it again.",0
"In my opinion, i really disliked using this product. It made me very disappointed.",0
"In my opinion, i really disliked using this product. I am completely dissatisfied.",0
"In my opinion, i really disliked using this product. I would warn others about it.",0
"In my opinion, i really disliked using this product. It was a very bad choice.",0
"From my experience, i really disliked using this product. I would never buy it again.",0
"From my experience, i really disliked using this product. It made me very disappointed.",0
"From my experience, i really disliked using this product. I am completely dissatisfied.",0
"From my experience, i really disliked using this product. I would warn others about it.",0
"From my experience, i really disliked using this product. It was a very bad choice.",0
"For me, i really disliked using this product. I would never buy it again.",0
"For me, i really disliked using this product. It made me very disappointed.",0
"For me, i really disliked using this product. I am completely dissatisfied.",0
"For me, i really disliked using this product. I would warn others about it.",0
"For me, i really disliked using this product. It was a very bad choice.",0
"Overall, the service was bad and very unhelpful. I would never buy it again.",0
"Overall, the service was bad and very unhelpful. It made me very disappointed.",0
"Overall, the service was bad and very unhelpful. I am completely dissatisfied.",0
"Overall, the service was bad and very unhelpful. I would warn others about it.",0
"Overall, the service was bad and very unhelpful. It was a very bad choice.",0
"Honestly, the service was bad and very unhelpful. I would never buy it again.",0
"Honestly, the service was bad and very unhelpful. It made me very disappointed.",0
"Honestly, the service was bad and very unhelpful. I am completely dissatisfied.",0
"Honestly, the service was bad and very unhelpful. I would warn others about it.",0
"Honestly, the service was bad and very unhelpful. It was a very bad choice.",0
"In my opinion, the service was bad and very unhelpful. I would never buy it again.",0
"In my opinion, the service was bad and very unhelpful. It made me very disappointed.",0
"In my opinion, the service was bad and very unhelpful. I am completely dissatisfied.",0
"In my opinion, the service was bad and very unhelpful. I would warn others about it.",0
"In my opinion, the service was bad and very unhelpful. It was a very bad choice.",0
"From my experience, the service was bad and very unhelpful. I would never buy it again.",0
"From my experience, the service was bad and very unhelpful. It made me very disappointed.",0
"From my experience, the service was bad and very unhelpful. I am completely dissatisfied.",0
"From my experience, the service was bad and very unhelpful. I would warn others about it.",0
"From my experience, the service was bad and very unhelpful. It was a very bad choice.",0
"For me, the service was bad and very unhelpful. I would never buy it again.",0
"For me, the service was bad and very unhelpful. It made me very disappointed.",0
"For me, the service was bad and very unhelpful. I am completely dissatisfied.",0
"For me, the service was bad and very unhelpful. I would warn others about it.",0
"For me, the service was bad and very unhelpful. It was a very bad choice.",0
"Overall, i am unhappy with this purchase. I would never buy it again.",0
"Overall, i am unhappy with this purchase. It made me very disappointed.",0
"Overall, i am unhappy with this purchase. I am completely dissatisfied.",0
"Overall, i am unhappy with this purchase. I would warn others about it.",0
"Overall, i am unhappy with this purchase. It was a very bad choice.",0
"Honestly, i am unhappy with this purchase. I would never buy it again.",0
"Honestly, i am unhappy with this purchase. It made me very disappointed.",0
"Honestly, i am unhappy with this purchase. I am completely dissatisfied.",0
"Honestly, i am unhappy with this purchase. I would warn others about it.",0
"Honestly, i am unhappy with this purchase. It was a very bad choice.",0
"In my opinion, i am unhappy with this purchase. I would never buy it again.",0
"In my opinion, i am unhappy with this purchase. It made me very disappointed.",0
"In my opinion, i am unhappy with this purchase. I am completely dissatisfied.",0
"In my opinion, i am unhappy with this purchase. I would warn others about it.",0
"In my opinion, i am unhappy with this purchase. It was a very bad choice.",0
"From my experience, i am unhappy with this purchase. I would never buy it again.",0
"From my experience, i am unhappy with this purchase. It made me very disappointed.",0
"From my experience, i am unhappy with this purchase. I am completely dissatisfied.",0
"From my experience, i am unhappy with this purchase. I would warn others about it.",0
"From my experience, i am unhappy with this purchase. It was a very bad choice.",0
"For me, i am unhappy with this purchase. I would never buy it again.",0
"For me, i am unhappy with this purchase. It made me very disappointed.",0
"For me, i am unhappy with this purchase. I am completely dissatisfied.",0
"For me, i am unhappy with this purchase. I would warn others about it.",0
"For me, i am unhappy with this purchase. It was a very bad choice.",0
"Overall, the movie was boring and disappointing. I would never buy it again.",0
"Overall, the movie was boring and disappointing. It made me very disappointed.",0
"Overall, the movie was boring and disappointing. I am completely dissatisfied.",0
"Overall, the movie was boring and disappointing. I would warn others about it.",0
"Overall, the movie was boring and disappointing. It was a very bad choice.",0
"Honestly, the movie was boring and disappointing. I would never buy it again.",0
"Honestly, the movie was boring and disappointing. It made me very disappointed.",0
"Honestly, the movie was boring and disappointing. I am completely dissatisfied.",0
"Honestly, the movie was boring and disappointing. I would warn others about it.",0
"Honestly, the movie was boring and disappointing. It was a very bad choice.",0
"In my opinion, the movie was boring and disappointing. I would never buy it again.",0
"In my opinion, the movie was boring and disappointing. It made me very disappointed.",0
"In my opinion, the movie was boring and disappointing. I am completely dissatisfied.",0
"In my opinion, the movie was boring and disappointing. I would warn others about it.",0
"In my opinion, the movie was boring and disappointing. It was a very bad choice.",0
"From my experience, the movie was boring and disappointing. I would never buy it again.",0
"From my experience, the movie was boring and disappointing. It made me very disappointed.",0
"From my experience, the movie was boring and disappointing. I am completely dissatisfied.",0
"From my experience, the movie was boring and disappointing. I would warn others about it.",0
"From my experience, the movie was boring and disappointing. It was a very bad choice.",0
"For me, the movie was boring and disappointing. I would never buy it again.",0
"For me, the movie was boring and disappointing. It made me very disappointed.",0
"For me, the movie was boring and disappointing. I am completely dissatisfied.",0
"For me, the movie was boring and disappointing. I would warn others about it.",0
"For me, the movie was boring and disappointing. It was a very bad choice.",0
"Overall, this product failed to meet my expectations. I would never buy it again.",0
"Overall, this product failed to meet my expectations. It made me very disappointed.",0
"Overall, this product failed to meet my expectations. I am completely dissatisfied.",0
"Overall, this product failed to meet my expectations. I would warn others about it.",0
"Overall, this product failed to meet my expectations. It was a very bad choice.",0
"Honestly, this product failed to meet my expectations. I would never buy it again.",0
"Honestly, this product failed to meet my expectations. It made me very disappointed.",0
"Honestly, this product failed to meet my expectations. I am completely dissatisfied.",0
"Honestly, this product failed to meet my expectations. I would warn others about it.",0
"Honestly, this product failed to meet my expectations. It was a very bad choice.",0
"In my opinion, this product failed to meet my expectations. I would never buy it again.",0
"In my opinion, this product failed to meet my expectations. It made me very disappointed.",0
"In my opinion, this product failed to meet my expectations. I am completely dissatisfied.",0
"In my opinion, this product failed to meet my expectations. I would warn others about it.",0
"In my opinion, this product failed to meet my expectations. It was a very bad choice.",0
"From my experience, this product failed to meet my expectations. I would never buy it again.",0
"From my experience, this product failed to meet my expectations. It made me very disappointed.",0
"From my experience, this product failed to meet my expectations. I am completely dissatisfied.",0
"From my experience, this product failed to meet my expectations. I would warn others about it.",0
"From my experience, this product failed to meet my expectations. It was a very bad choice.",0
"For me, this product failed to meet my expectations. I would never buy it again.",0
"For me, this product failed to meet my expectations. It made me very disappointed.",0
"For me, this product failed to meet my expectations. I am completely dissatisfied.",0
"For me, this product failed to meet my expectations. I would warn others about it.",0
"For me, this product failed to meet my expectations. It was a very bad choice.",0
"Overall, the experience was unpleasant and frustrating. I would never buy it again.",0
"Overall, the experience was unpleasant and frustrating. It made me very disappointed.",0
"Overall, the experience was unpleasant and frustrating. I am completely dissatisfied.",0
"Overall, the experience was unpleasant and frustrating. I would warn others about it.",0
"Overall, the experience was unpleasant and frustrating. It was a very bad choice.",0
"Honestly, the experience was unpleasant and frustrating. I would never buy it again.",0
"Honestly, the experience was unpleasant and frustrating. It made me very disappointed.",0
"Honestly, the experience was unpleasant and frustrating. I am completely dissatisfied.",0
"Honestly, the experience was unpleasant and frustrating. I would warn others about it.",0
"Honestly, the experience was unpleasant and frustrating. It was a very bad choice.",0
"In my opinion, the experience was unpleasant and frustrating. I would never buy it again.",0
"In my opinion, the experience was unpleasant and frustrating. It made me very disappointed.",0
"In my opinion, the experience was unpleasant and frustrating. I am completely dissatisfied.",0
"In my opinion, the experience was unpleasant and frustrating. I would warn others about it.",0
"In my opinion, the experience was unpleasant and frustrating. It was a very bad choice.",0
"From my experience, the experience was unpleasant and frustrating. I would never buy it again.",0
"From my experience, the experience was unpleasant and frustrating. It made me very disappointed.",0
"From my experience, the experience was unpleasant and frustrating. I am completely dissatisfied.",0
"From my experience, the experience was unpleasant and frustrating. I would warn others about it.",0
"From my experience, the experience was unpleasant and frustrating. It was a very bad choice.",0
"For me, the experience was unpleasant and frustrating. I would never buy it again.",0
"For me, the experience was unpleasant and frustrating. It made me very disappointed.",0
"For me, the experience was unpleasant and frustrating. I am completely dissatisfied.",0
"For me, the experience was unpleasant and frustrating. I would warn others about it.",0
"For me, the experience was unpleasant and frustrating. It was a very bad choice.",0
"Overall, i would not recommend this product. I would never buy it again.",0
"Overall, i would not recommend this product. It made me very disappointed.",0
"Overall, i would not recommend this product. I am completely dissatisfied.",0
"Overall, i would not recommend this product. I would warn others about it.",0
"Overall, i would not recommend this product. It was a very bad choice.",0
"Honestly, i would not recommend this product. I would never buy it again.",0
"Honestly, i would not recommend this product. It made me very disappointed.",0
"Honestly, i would not recommend this product. I am completely dissatisfied.",0
"Honestly, i would not recommend this product. I would warn others about it.",0
"Honestly, i would not recommend this product. It was a very bad choice.",0
"In my opinion, i would not recommend this product. I would never buy it again.",0
"In my opinion, i would not recommend this product. It made me very disappointed.",0
"In my opinion, i would not recommend this product. I am completely dissatisfied.",0
"In my opinion, i would not recommend this product. I would warn others about it.",0
"In my opinion, i would not recommend this product. It was a very bad choice.",0
"From my experience, i would not recommend this product. I would never buy it again.",0
"From my experience, i would not recommend this product. It made me very disappointed.",0
"From my experience, i would not recommend this product. I am completely dissatisfied.",0
"From my experience, i would not recommend this product. I would warn others about it.",0
"From my experience, i would not recommend this product. It was a very bad choice.",0
"For me, i would not recommend this product. I would never buy it again.",0
"For me, i would not recommend this product. It made me very disappointed.",0
"For me, i would not recommend this product. I am completely dissatisfied.",0
"For me, i would not recommend this product. I would warn others about it.",0
"For me, i would not recommend this product. It was a very bad choice.",0
"Overall, nothing worked properly and i am dissatisfied. I would never buy it again.",0
"Overall, nothing worked properly and i am dissatisfied. It made me very disappointed.",0
"Overall, nothing worked properly and i am dissatisfied. I am completely dissatisfied.",0
"Overall, nothing worked properly and i am dissatisfied. I would warn others about it.",0
"Overall, nothing worked properly and i am dissatisfied. It was a very bad choice.",0
"Honestly, nothing worked properly and i am dissatisfied. I would never buy it again.",0
"Honestly, nothing worked properly and i am dissatisfied. It made me very disappointed.",0
"Honestly, nothing worked properly and i am dissatisfied. I am completely dissatisfied.",0
"Honestly, nothing worked properly and i am dissatisfied. I would warn others about it.",0
"Honestly, nothing worked properly and i am dissatisfied. It was a very bad choice.",0
"In my opinion, nothing worked properly and i am dissatisfied. I would never buy it again.",0
"In my opinion, nothing worked properly and i am dissatisfied. It made me very disappointed.",0
"In my opinion, nothing worked properly and i am dissatisfied. I am completely dissatisfied.",0
"In my opinion, nothing worked properly and i am dissatisfied. I would warn others about it.",0
"In my opinion, nothing worked properly and i am dissatisfied. It was a very bad choice.",0
"From my experience, nothing worked properly and i am dissatisfied. I would never buy it again.",0
"From my experience, nothing worked properly and i am dissatisfied. It made me very disappointed.",0
"From my experience, nothing worked properly and i am dissatisfied. I am completely dissatisfied.",0
"From my experience, nothing worked properly and i am dissatisfied. I would warn others about it.",0
"From my experience, nothing worked properly and i am dissatisfied. It was a very bad choice.",0
"For me, nothing worked properly and i am dissatisfied. I would never buy it again.",0
"For me, nothing worked properly and i am dissatisfied. It made me very disappointed.",0
"For me, nothing worked properly and i am dissatisfied. I am completely dissatisfied.",0
"For me, nothing worked properly and i am dissatisfied. I would warn others about it.",0
"For me, nothing worked properly and i am dissatisfied. It was a very bad choice.",0
"Overall, this was one of the worst experiences. I would never buy it again.",0
"Overall, this was one of the worst experiences. It made me very disappointed.",0
"Overall, this was one of the worst experiences. I am completely dissatisfied.",0
"Overall, this was one of the worst experiences. I would warn others about it.",0
"Overall, this was one of the worst experiences. It was a very bad choice.",0
"Honestly, this was one of the worst experiences. I would never buy it again.",0
"Honestly, this was one of the worst experiences. It made me very disappointed.",0
"Honestly, this was one of the worst experiences. I am completely dissatisfied.",0
"Honestly, this was one of the worst experiences. I would warn others about it.",0
"Honestly, this was one of the worst experiences. It was a very bad choice.",0
"In my opinion, this was one of the worst experiences. I would never buy it again.",0
"In my opinion, this was one of the worst experiences. It made me very disappointed.",0
"In my opinion, this was one of the worst experiences. I am completely dissatisfied.",0
"In my opinion, this was one of the worst experiences. I would warn others about it.",0
"In my opinion, this was one of the worst experiences. It was a very bad choice.",0
"From my experience, this was one of the worst experiences. I would never buy it again.",0
"From my experience, this was one of the worst experiences. It made me very disappointed.",0
"From my experience, this was one of the worst experiences. I am completely dissatisfied.",0
"From my experience, this was one of the worst experiences. I would warn others about it.",0
"From my experience, this was one of the worst experiences. It was a very bad choice.",0
"For me, this was one of the worst experiences. I would never buy it again.",0
"For me, this was one of the worst experiences. It made me very disappointed.",0
"For me, this was one of the worst experiences. I am completely dissatisfied.",0
"For me, this was one of the worst experiences. I would warn others about it.",0
"For me, this was one of the worst experiences. It was a very bad choice.",0
"Overall, the product is unreliable and terrible. I would never buy it again.",0
"Overall, the product is unreliable and terrible. It made me very disappointed.",0
"Overall, the product is unreliable and terrible. I am completely dissatisfied.",0
"Overall, the product is unreliable and terrible. I would warn others about it.",0
"Overall, the product is unreliable and terrible. It was a very bad choice.",0
"Honestly, the product is unreliable and terrible. I would never buy it again.",0
"Honestly, the product is unreliable and terrible. It made me very disappointed.",0
"Honestly, the product is unreliable and terrible. I am completely dissatisfied.",0
"Honestly, the product is unreliable and terrible. I would warn others about it.",0
"Honestly, the product is unreliable and terrible. It was a very bad choice.",0
"In my opinion, the product is unreliable and terrible. I would never buy it again.",0
"In my opinion, the product is unreliable and terrible. It made me very disappointed.",0
"In my opinion, the product is unreliable and terrible. I am completely dissatisfied.",0
"In my opinion, the product is unreliable and terrible. I would warn others about it.",0
"In my opinion, the product is unreliable and terrible. It was a very bad choice.",0
"From my experience, the product is unreliable and terrible. I would never buy it again.",0
"From my experience, the product is unreliable and terrible. It made me very disappointed.",0
"From my experience, the product is unreliable and terrible. I am completely dissatisfied.",0
"From my experience, the product is unreliable and terrible. I would warn others about it.",0
"From my experience, the product is unreliable and terrible. It was a very bad choice.",0
"For me, the product is unreliable and terrible. I would never buy it again.",0
"For me, the product is unreliable and terrible. It made me very disappointed.",0
"For me, the product is unreliable and terrible. I am completely dissatisfied.",0
"For me, the product is unreliable and terrible. I would warn others about it.",0
"For me, the product is unreliable and terrible. It was a very bad choice.",0
"Overall, i am very disappointed with the quality. I would never buy it again.",0
"Overall, i am very disappointed with the quality. It made me very disappointed.",0
"Overall, i am very disappointed with the quality. I am completely dissatisfied.",0
"Overall, i am very disappointed with the quality. I would warn others about it.",0
"Overall, i am very disappointed with the quality. It was a very bad choice.",0
"Honestly, i am very disappointed with the quality. I would never buy it again.",0
"Honestly, i am very disappointed with the quality. It made me very disappointed.",0
"Honestly, i am very disappointed with the quality. I am completely dissatisfied.",0
"Honestly, i am very disappointed with the quality. I would warn others about it.",0
"Honestly, i am very disappointed with the quality. It was a very bad choice.",0
"In my opinion, i am very disappointed with the quality. I would never buy it again.",0
"In my opinion, i am very disappointed with the quality. It made me very disappointed.",0
"In my opinion, i am very disappointed with the quality. I am completely dissatisfied.",0
"In my opinion, i am very disappointed with the quality. I would warn others about it.",0
"In my opinion, i am very disappointed with the quality. It was a very bad choice.",0
"From my experience, i am very disappointed with the quality. I would never buy it again.",0
"From my experience, i am very disappointed with the quality. It made me very disappointed.",0
"From my experience, i am very disappointed with the quality. I am completely dissatisfied.",0
"From my experience, i am very disappointed with the quality. I would warn others about it.",0
"From my experience, i am very disappointed with the quality. It was a very bad choice.",0
"For me, i am very disappointed with the quality. I would never buy it again.",0
"For me, i am very disappointed with the quality. It made me very disappointed.",0
"For me, i am very disappointed with the quality. I am completely dissatisfied.",0
"For me, i am very disappointed with the quality. I would warn others about it.",0
"For me, i am very disappointed with the quality. It was a very bad choice.",0
"Overall, the service was horrible and unfriendly. I would never buy it again.",0
"Overall, the service was horrible and unfriendly. It made me very disappointed.",0
"Overall, the service was horrible and unfriendly. I am completely dissatisfied.",0
"Overall, the service was horrible and unfriendly. I would warn others about it.",0
"Overall, the service was horrible and unfriendly. It was a very bad choice.",0
"Honestly, the service was horrible and unfriendly. I would never buy it again.",0
"Honestly, the service was horrible and unfriendly. It made me very disappointed.",0
"Honestly, the service was horrible and unfriendly. I am completely dissatisfied.",0
"Honestly, the service was horrible and unfriendly. I would warn others about it.",0
"Honestly, the service was horrible and unfriendly. It was a very bad choice.",0
"In my opinion, the service was horrible and unfriendly. I would never buy it again.",0
"In my opinion, the service was horrible and unfriendly. It made me very disappointed.",0
"In my opinion, the service was horrible and unfriendly. I am completely dissatisfied.",0
"In my opinion, the service was horrible and unfriendly. I would warn others about it.",0
"In my opinion, the service was horrible and unfriendly. It was a very bad choice.",0
"From my experience, the service was horrible and unfriendly. I would never buy it again.",0
"From my experience, the service was horrible and unfriendly. It made me very disappointed.",0
"From my experience, the service was horrible and unfriendly. I am completely dissatisfied.",0
"From my experience, the service was horrible and unfriendly. I would warn others about it.",0
"From my experience, the service was horrible and unfriendly. It was a very bad choice.",0
"For me, the service was horrible and unfriendly. I would never buy it again.",0
"For me, the service was horrible and unfriendly. It made me very disappointed.",0
"For me, the service was horrible and unfriendly. I am completely dissatisfied.",0
"For me, the service was horrible and unfriendly. I would warn others about it.",0
"For me, the service was horrible and unfriendly. It was a very bad choice.",0
"Overall, this purchase was a waste of money. I would never buy it again.",0
"Overall, this purchase was a waste of money. It made me very disappointed.",0
"Overall, this purchase was a waste of money. I am completely dissatisfied.",0
"Overall, this purchase was a waste of money. I would warn others about it.",0
"Overall, this purchase was a waste of money. It was a very bad choice.",0
"Honestly, this purchase was a waste of money. I would never buy it again.",0
"Honestly, this purchase was a waste of money. It made me very disappointed.",0
"Honestly, this purchase was a waste of money. I am completely dissatisfied.",0
"Honestly, this purchase was a waste of money. I would warn others about it.",0
"Honestly, this purchase was a waste of money. It was a very bad choice.",0
"In my opinion, this purchase was a waste of money. I would never buy it again.",0
"In my opinion, this purchase was a waste of money. It made me very disappointed.",0
"In my opinion, this purchase was a waste of money. I am completely dissatisfied.",0
"In my opinion, this purchase was a waste of money. I would warn others about it.",0
"In my opinion, this purchase was a waste of money. It was a very bad choice.",0
"From my experience, this purchase was a waste of money. I would never buy it again.",0
"From my experience, this purchase was a waste of money. It made me very disappointed.",0
"From my experience, this purchase was a waste of money. I am completely dissatisfied.",0
"From my experience, this purchase was a waste of money. I would warn others about it.",0
"From my experience, this purchase was a waste of money. It was a very bad choice.",0
"For me, this purchase was a waste of money. I would never buy it again.",0
"For me, this purchase was a waste of money. It made me very disappointed.",0
"For me, this purchase was a waste of money. I am completely dissatisfied.",0
"For me, this purchase was a waste of money. I would warn others about it.",0
"For me, this purchase was a waste of money. It was a very bad choice.",0
